<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.07.21	16:00:00	1251.58	1251.98	1249.29	1250.15	15913	15913	4
2017.07.21	17:00:00	1250.14	1252.10	1249.05	1251.24	15991	15991	4
2017.07.21	18:00:00	1251.25	1252.79	1250.40	1252.29	11518	11518	4
2017.07.21	19:00:00	1252.29	1253.93	1251.97	1253.81	7860	7860	4
2017.07.21	20:00:00	1253.80	1254.97	1253.47	1254.90	8995	8995	4
2017.07.21	21:00:00	1254.88	1255.73	1254.28	1255.19	6136	6136	4
2017.07.21	22:00:00	1255.19	1255.31	1254.19	1254.20	4798	4798	6
2017.07.21	23:00:00	1254.21	1255.04	1254.07	1254.84	2650	2650	6
2017.07.24	01:00:00	1254.94	1255.44	1253.40	1253.67	1291	1291	6
2017.07.24	02:00:00	1253.68	1256.23	1253.62	1256.21	1959	1959	6
2017.07.24	03:00:00	1256.21	1257.17	1255.47	1255.78	4806	4806	6
2017.07.24	04:00:00	1255.77	1255.88	1253.96	1254.12	7464	7464	6
2017.07.24	05:00:00	1254.07	1254.71	1253.79	1253.92	3616	3616	6
2017.07.24	06:00:00	1253.92	1254.86	1253.72	1254.41	3192	3192	6
2017.07.24	07:00:00	1254.40	1254.73	1254.09	1254.10	2577	2577	6
2017.07.24	08:00:00	1254.11	1254.73	1253.54	1254.45	4005	4005	4
2017.07.24	09:00:00	1254.45	1254.45	1251.97	1252.47	7010	7010	4
2017.07.24	10:00:00	1252.46	1255.36	1251.99	1253.86	10682	10682	4
2017.07.24	11:00:00	1253.86	1256.78	1253.25	1255.97	6812	6812	4
2017.07.24	12:00:00	1255.97	1257.91	1255.56	1256.13	7713	7713	4
2017.07.24	13:00:00	1256.12	1257.79	1255.97	1256.56	5350	5350	4
2017.07.24	14:00:00	1256.50	1257.01	1255.57	1256.08	5672	5672	4
2017.07.24	15:00:00	1256.09	1258.85	1255.52	1258.16	10840	10840	4
2017.07.24	16:00:00	1258.17	1258.18	1255.23	1256.24	13703	13703	4
2017.07.24	17:00:00	1256.20	1257.75	1254.87	1254.99	14512	14512	4
2017.07.24	18:00:00	1254.97	1256.72	1254.62	1255.94	11939	11939	4
2017.07.24	19:00:00	1255.94	1255.96	1253.71	1255.15	8373	8373	4
2017.07.24	20:00:00	1255.15	1255.29	1253.91	1254.51	6214	6214	4
2017.07.24	21:00:00	1254.52	1255.30	1254.42	1255.07	3925	3925	4
2017.07.24	22:00:00	1255.02	1255.42	1254.50	1255.08	3486	3486	6
2017.07.24	23:00:00	1255.10	1255.53	1255.05	1255.19	1599	1599	6
2017.07.25	01:00:00	1254.95	1256.51	1253.75	1254.89	1467	1467	6
2017.07.25	02:00:00	1254.87	1255.09	1253.32	1253.71	1589	1589	6
2017.07.25	03:00:00	1253.68	1253.68	1252.91	1253.45	4380	4380	6
2017.07.25	04:00:00	1253.45	1254.00	1253.08	1253.82	3413	3413	6
2017.07.25	05:00:00	1253.78	1255.65	1253.44	1255.16	6315	6315	6
2017.07.25	06:00:00	1255.15	1255.38	1254.84	1255.07	1987	1987	6
2017.07.25	07:00:00	1255.05	1256.31	1255.05	1256.06	3274	3274	6
2017.07.25	08:00:00	1256.06	1257.01	1255.14	1256.82	2874	2874	4
2017.07.25	09:00:00	1256.82	1257.78	1256.43	1256.77	7140	7140	4
2017.07.25	10:00:00	1256.77	1257.27	1253.44	1254.02	8873	8873	4
2017.07.25	11:00:00	1254.02	1254.62	1251.24	1253.10	7757	7757	4
2017.07.25	12:00:00	1253.09	1253.10	1251.78	1252.17	5448	5448	4
2017.07.25	13:00:00	1252.17	1252.17	1249.15	1251.09	6048	6048	4
2017.07.25	14:00:00	1251.09	1251.58	1249.33	1250.16	6396	6396	4
2017.07.25	15:00:00	1250.18	1253.56	1250.10	1251.33	14816	14816	4
2017.07.25	16:00:00	1251.33	1255.16	1251.21	1254.57	18366	18366	4
2017.07.25	17:00:00	1254.47	1254.57	1250.08	1250.20	18762	18762	4
2017.07.25	18:00:00	1250.19	1251.51	1249.82	1251.38	12965	12965	4
2017.07.25	19:00:00	1251.37	1251.99	1249.57	1251.05	8172	8172	4
2017.07.25	20:00:00	1251.04	1252.50	1251.04	1251.61	5756	5756	4
2017.07.25	21:00:00	1251.62	1251.86	1249.64	1250.15	7131	7131	4
2017.07.25	22:00:00	1250.15	1250.68	1249.57	1250.67	5059	5059	6
2017.07.25	23:00:00	1250.67	1250.70	1249.57	1249.85	1469	1469	6
2017.07.26	01:00:00	1249.80	1250.67	1249.32	1249.38	2271	2271	6
2017.07.26	02:00:00	1249.39	1249.93	1246.66	1246.77	2159	2159	6
2017.07.26	03:00:00	1246.77	1248.88	1246.50	1248.86	3975	3975	6
2017.07.26	04:00:00	1248.87	1248.98	1247.66	1248.44	4895	4895	6
2017.07.26	05:00:00	1248.44	1248.54	1247.75	1247.90	2885	2885	6
2017.07.26	06:00:00	1247.86	1247.90	1246.16	1247.35	3572	3572	6
2017.07.26	07:00:00	1247.35	1248.30	1246.98	1247.00	1718	1718	6
2017.07.26	08:00:00	1247.00	1247.11	1244.81	1245.65	3740	3740	4
2017.07.26	09:00:00	1245.64	1246.52	1243.79	1245.10	5668	5668	4
2017.07.26	10:00:00	1245.13	1245.94	1244.25	1245.31	6871	6871	4
2017.07.26	11:00:00	1245.36	1246.56	1245.12	1245.35	5262	5262	4
2017.07.26	12:00:00	1245.35	1246.74	1245.24	1246.17	4360	4360	4
2017.07.26	13:00:00	1246.18	1247.98	1246.15	1247.61	4575	4575	4
2017.07.26	14:00:00	1247.60	1248.24	1246.85	1247.04	4714	4714	4
2017.07.26	15:00:00	1247.04	1247.71	1245.63	1246.75	7195	7195	4
2017.07.26	16:00:00	1246.78	1248.92	1246.03	1248.06	12435	12435	4
2017.07.26	17:00:00	1248.06	1249.53	1247.69	1248.05	12440	12440	4
2017.07.26	18:00:00	1248.05	1248.56	1247.52	1248.03	8355	8355	4
2017.07.26	19:00:00	1248.03	1248.65	1247.78	1248.14	5310	5310	4
2017.07.26	20:00:00	1248.14	1251.93	1248.13	1250.56	8586	8586	4
2017.07.26	21:00:00	1250.74	1256.62	1248.38	1256.29	21405	21405	4
2017.07.26	22:00:00	1256.28	1263.52	1256.28	1261.11	16120	16120	6
2017.07.26	23:00:00	1261.11	1261.46	1259.92	1260.82	3570	3570	6
2017.07.27	01:00:00	1260.46	1261.78	1259.58	1261.31	1678	1678	6
2017.07.27	02:00:00	1261.31	1261.39	1259.79	1260.29	2424	2424	6
2017.07.27	03:00:00	1260.28	1262.90	1259.86	1261.50	8225	8225	6
2017.07.27	04:00:00	1261.50	1263.96	1261.32	1263.09	7154	7154	6
2017.07.27	05:00:00	1263.09	1264.07	1262.28	1263.79	4939	4939	6
2017.07.27	06:00:00	1263.79	1264.94	1263.39	1264.03	4972	4972	6
2017.07.27	07:00:00	1264.03	1264.42	1262.61	1263.24	4728	4728	6
2017.07.27	08:00:00	1263.25	1264.34	1262.59	1263.22	4513	4513	4
2017.07.27	09:00:00	1263.22	1264.01	1261.82	1262.76	8126	8126	4
2017.07.27	10:00:00	1262.76	1263.00	1261.36	1262.09	9102	9102	4
2017.07.27	11:00:00	1262.04	1263.02	1260.89	1262.37	5963	5963	4
2017.07.27	12:00:00	1262.37	1263.33	1261.34	1261.73	6363	6363	4
2017.07.27	13:00:00	1261.73	1263.05	1261.22	1262.34	5763	5763	4
2017.07.27	14:00:00	1262.34	1263.86	1261.41	1261.51	6542	6542	4
2017.07.27	15:00:00	1261.51	1265.33	1261.51	1263.51	10371	10371	4
2017.07.27	16:00:00	1263.48	1263.90	1261.72	1263.38	14040	14040	4
2017.07.27	17:00:00	1263.38	1263.68	1256.72	1257.80	14450	14450	4
2017.07.27	18:00:00	1257.79	1259.83	1257.35	1257.68	10526	10526	4
2017.07.27	19:00:00	1257.67	1259.24	1254.55	1259.10	10754	10754	4
2017.07.27	20:00:00	1259.09	1261.99	1258.16	1260.98	17160	17160	4
2017.07.27	21:00:00	1260.98	1262.50	1259.36	1260.96	11956	11956	4
2017.07.27	22:00:00	1260.96	1261.15	1259.37	1260.02	7095	7095	6
2017.07.27	23:00:00	1259.95	1260.03	1257.90	1258.93	3284	3284	6
2017.07.28	01:00:00	1258.81	1260.19	1258.81	1259.11	1173	1173	6
2017.07.28	02:00:00	1259.11	1260.36	1258.48	1260.10	2159	2159	6
2017.07.28	03:00:00	1260.10	1260.91	1259.25	1259.95	6309	6309	6
2017.07.28	04:00:00	1259.95	1260.27	1258.59	1259.48	5946	5946	6
2017.07.28	05:00:00	1259.48	1259.91	1259.20	1259.68	3382	3382	6
2017.07.28	06:00:00	1259.69	1259.84	1257.67	1258.06	4005	4005	6
2017.07.28	07:00:00	1258.00	1258.40	1257.38	1257.82	3401	3401	6
2017.07.28	08:00:00	1257.82	1260.06	1257.80	1259.49	5224	5224	4
2017.07.28	09:00:00	1259.49	1260.23	1258.17	1258.95	6561	6561	4
2017.07.28	10:00:00	1258.97	1260.55	1258.90	1259.89	7821	7821	4
2017.07.28	11:00:00	1259.84	1260.43	1258.83	1259.18	7008	7008	4
2017.07.28	12:00:00	1259.18	1260.53	1259.08	1259.29	5784	5784	4
2017.07.28	13:00:00	1259.29	1259.40	1258.26	1259.09	4637	4637	4
2017.07.28	14:00:00	1259.09	1259.76	1258.18	1259.49	5144	5144	4
2017.07.28	15:00:00	1259.49	1267.28	1259.45	1263.62	19954	19954	4
2017.07.28	16:00:00	1263.61	1265.89	1262.27	1265.74	18522	18522	4
2017.07.28	17:00:00	1265.75	1268.01	1264.96	1266.45	21552	21552	4
2017.07.28	18:00:00	1266.47	1270.42	1266.04	1269.09	22210	22210	4
2017.07.28	19:00:00	1269.09	1269.56	1268.38	1268.74	8979	8979	4
2017.07.28	20:00:00	1268.73	1269.86	1268.64	1268.89	7236	7236	4
2017.07.28	21:00:00	1268.88	1270.84	1268.27	1270.64	6180	6180	4
2017.07.28	22:00:00	1270.64	1270.86	1268.99	1269.26	6321	6321	6
2017.07.28	23:00:00	1269.25	1269.91	1268.83	1269.30	1643	1643	6
2017.07.31	01:00:00	1269.79	1271.13	1269.71	1270.35	1622	1622	6
2017.07.31	02:00:00	1270.35	1270.76	1269.69	1270.24	2442	2442	6
2017.07.31	03:00:00	1270.24	1270.48	1268.88	1269.41	7741	7741	6
2017.07.31	04:00:00	1269.41	1269.49	1268.16	1268.29	6388	6388	6
2017.07.31	05:00:00	1268.29	1269.63	1268.20	1269.12	3535	3535	6
2017.07.31	06:00:00	1269.11	1269.15	1267.35	1267.45	4245	4245	6
2017.07.31	07:00:00	1267.46	1268.54	1267.06	1268.27	3254	3254	6
2017.07.31	08:00:00	1268.30	1269.09	1267.77	1268.76	4503	4503	4
2017.07.31	09:00:00	1268.72	1269.39	1267.53	1267.80	7236	7236	4
2017.07.31	10:00:00	1267.80	1267.94	1265.79	1266.73	7886	7886	4
2017.07.31	11:00:00	1266.71	1267.26	1266.03	1267.03	5827	5827	4
2017.07.31	12:00:00	1267.05	1267.64	1266.39	1267.60	6278	6278	4
2017.07.31	13:00:00	1267.60	1268.19	1267.08	1267.60	4385	4385	4
2017.07.31	14:00:00	1267.60	1269.31	1267.45	1268.32	4771	4771	4
2017.07.31	15:00:00	1268.33	1269.05	1266.87	1267.78	10179	10179	4
2017.07.31	16:00:00	1267.77	1268.36	1266.52	1267.97	13012	13012	4
2017.07.31	17:00:00	1267.96	1269.76	1267.43	1268.84	15527	15527	4
2017.07.31	18:00:00	1268.93	1269.85	1267.45	1268.25	11104	11104	4
2017.07.31	19:00:00	1268.25	1269.06	1267.59	1267.88	9032	9032	4
2017.07.31	20:00:00	1267.90	1268.06	1267.05	1267.40	7435	7435	4
2017.07.31	21:00:00	1267.40	1270.03	1267.34	1269.92	7387	7387	4
2017.07.31	22:00:00	1269.91	1270.31	1269.21	1269.69	6065	6065	6
2017.07.31	23:00:00	1269.64	1270.30	1269.20	1269.41	1900	1900	6
2017.08.01	01:00:00	1268.81	1269.93	1268.81	1269.38	1078	1078	7
2017.08.01	02:00:00	1269.38	1269.57	1267.43	1267.55	2194	2194	6
2017.08.01	03:00:00	1267.55	1269.17	1267.07	1268.73	6422	6422	6
2017.08.01	04:00:00	1268.74	1269.27	1267.46	1269.11	6805	6805	6
2017.08.01	05:00:00	1269.11	1270.69	1268.71	1270.03	7868	7868	6
2017.08.01	06:00:00	1270.02	1270.02	1269.47	1269.62	3488	3488	6
2017.08.01	07:00:00	1269.63	1270.76	1269.08	1270.14	6103	6103	6
2017.08.01	08:00:00	1270.14	1270.67	1269.67	1269.71	4448	4448	4
2017.08.01	09:00:00	1269.70	1269.91	1268.15	1268.20	6547	6547	4
2017.08.01	10:00:00	1268.20	1270.18	1268.06	1269.50	6148	6148	4
2017.08.01	11:00:00	1269.51	1270.44	1268.35	1268.69	8342	8342	4
2017.08.01	12:00:00	1268.69	1268.79	1266.65	1267.45	6960	6960	4
2017.08.01	13:00:00	1267.45	1267.83	1264.48	1266.89	6373	6373	4
2017.08.01	14:00:00	1266.91	1267.27	1265.89	1266.07	5950	5950	4
2017.08.01	15:00:00	1266.08	1267.88	1262.55	1267.46	14462	14462	4
2017.08.01	16:00:00	1267.46	1272.12	1266.12	1270.73	17645	17645	4
2017.08.01	17:00:00	1270.69	1274.12	1269.94	1272.96	26692	26692	4
2017.08.01	18:00:00	1272.96	1273.36	1271.27	1271.73	14322	14322	4
2017.08.01	19:00:00	1271.72	1273.01	1271.54	1272.83	8109	8109	4
2017.08.01	20:00:00	1272.82	1273.98	1272.35	1272.76	9459	9459	4
2017.08.01	21:00:00	1272.77	1273.11	1271.75	1272.24	5664	5664	4
2017.08.01	22:00:00	1272.24	1272.24	1268.67	1268.99	6909	6909	6
2017.08.01	23:00:00	1268.98	1269.71	1268.55	1268.83	1613	1613	6
2017.08.02	01:00:00	1268.57	1269.67	1268.32	1268.69	1718	1718	7
2017.08.02	02:00:00	1268.71	1271.09	1266.49	1267.66	4036	4036	6
2017.08.02	03:00:00	1267.70	1268.77	1267.03	1267.96	3684	3684	6
2017.08.02	04:00:00	1267.87	1268.59	1266.08	1266.69	6362	6362	6
2017.08.02	05:00:00	1266.68	1266.85	1264.68	1266.77	4311	4311	6
2017.08.02	06:00:00	1266.77	1266.77	1265.57	1266.02	4009	4009	6
2017.08.02	07:00:00	1266.02	1266.02	1264.18	1265.20	6583	6583	6
2017.08.02	08:00:00	1265.22	1266.75	1265.00	1265.66	5291	5291	4
2017.08.02	09:00:00	1265.67	1267.49	1264.58	1267.23	6801	6801	4
2017.08.02	10:00:00	1267.23	1267.80	1266.24	1266.80	7409	7409	4
2017.08.02	11:00:00	1266.80	1267.38	1265.66	1266.66	7539	7539	4
2017.08.02	12:00:00	1266.66	1267.36	1265.90	1265.92	4863	4863	4
2017.08.02	13:00:00	1265.93	1267.47	1265.86	1267.26	4284	4284	4
2017.08.02	14:00:00	1267.26	1267.59	1266.60	1267.03	5133	5133	4
2017.08.02	15:00:00	1267.03	1268.49	1262.90	1264.69	19558	19558	4
2017.08.02	16:00:00	1264.69	1270.63	1264.54	1270.00	19218	19218	4
2017.08.02	17:00:00	1270.01	1270.92	1268.18	1270.60	20300	20300	4
2017.08.02	18:00:00	1270.61	1271.87	1269.77	1271.30	13937	13937	4
2017.08.02	19:00:00	1271.31	1272.38	1271.31	1272.07	7616	7616	4
2017.08.02	20:00:00	1272.06	1272.83	1269.81	1270.40	9924	9924	4
2017.08.02	21:00:00	1270.40	1270.71	1267.41	1268.18	7572	7572	4
2017.08.02	22:00:00	1268.17	1268.38	1265.96	1266.67	6805	6805	6
2017.08.02	23:00:00	1266.66	1267.01	1265.93	1266.56	3152	3152	6
2017.08.03	01:00:00	1266.35	1266.93	1265.93	1266.22	1178	1178	6
2017.08.03	02:00:00	1266.23	1266.23	1256.66	1263.06	4832	4832	6
2017.08.03	03:00:00	1263.06	1263.95	1261.82	1262.04	7207	7207	6
2017.08.03	04:00:00	1262.04	1264.17	1262.04	1263.75	7280	7280	6
2017.08.03	05:00:00	1263.75	1264.30	1263.00	1263.22	5382	5382	6
2017.08.03	06:00:00	1263.23	1263.63	1261.62	1261.97	5262	5262	6
2017.08.03	07:00:00	1261.97	1262.78	1261.67	1262.47	3085	3085	6
2017.08.03	08:00:00	1262.48	1263.10	1262.12	1262.69	3161	3161	4
2017.08.03	09:00:00	1262.69	1263.31	1261.72	1262.03	5201	5201	4
2017.08.03	10:00:00	1262.03	1262.71	1259.90	1261.29	8048	8048	4
2017.08.03	11:00:00	1261.29	1262.61	1260.57	1262.08	6215	6215	4
2017.08.03	12:00:00	1262.08	1263.62	1261.80	1263.39	5678	5678	4
2017.08.03	13:00:00	1263.40	1263.74	1261.87	1262.14	4202	4202	4
2017.08.03	14:00:00	1262.13	1268.15	1262.03	1267.67	12745	12745	4
2017.08.03	15:00:00	1267.68	1268.47	1266.03	1266.52	13905	13905	4
2017.08.03	16:00:00	1266.51	1267.51	1265.33	1267.15	12991	12991	4
2017.08.03	17:00:00	1267.19	1269.74	1267.19	1269.14	21623	21623	4
2017.08.03	18:00:00	1269.14	1269.78	1268.30	1268.63	13061	13061	4
2017.08.03	19:00:00	1268.63	1269.41	1267.39	1267.98	10035	10035	4
2017.08.03	20:00:00	1267.97	1268.98	1267.66	1268.45	7442	7442	4
2017.08.03	21:00:00	1268.46	1268.96	1267.79	1268.87	5764	5764	4
2017.08.03	22:00:00	1268.87	1270.85	1267.74	1268.53	9590	9590	6
2017.08.03	23:00:00	1268.54	1269.11	1267.87	1268.47	2172	2172	6
2017.08.04	01:00:00	1268.32	1269.36	1268.31	1268.64	1160	1160	7
2017.08.04	02:00:00	1268.63	1270.17	1267.94	1269.18	3609	3609	6
2017.08.04	03:00:00	1269.19	1270.15	1268.81	1269.01	5733	5733	6
2017.08.04	04:00:00	1269.01	1269.11	1267.67	1268.37	5675	5675	6
2017.08.04	05:00:00	1268.35	1268.87	1267.30	1267.56	3568	3568	6
2017.08.04	06:00:00	1267.55	1268.16	1267.38	1267.91	2123	2123	6
2017.08.04	07:00:00	1267.92	1268.50	1267.82	1268.10	2571	2571	6
2017.08.04	08:00:00	1268.11	1269.81	1267.79	1269.57	4480	4480	4
2017.08.04	09:00:00	1269.57	1269.75	1268.75	1269.24	4954	4954	4
2017.08.04	10:00:00	1269.23	1270.18	1268.79	1269.39	6224	6224	4
2017.08.04	11:00:00	1269.39	1269.62	1269.01	1269.16	3757	3757	4
2017.08.04	12:00:00	1269.16	1269.81	1268.64	1269.53	2893	2893	4
2017.08.04	13:00:00	1269.53	1269.94	1268.84	1268.98	2591	2591	4
2017.08.04	14:00:00	1268.98	1269.72	1267.31	1267.94	5528	5528	4
2017.08.04	15:00:00	1267.95	1269.55	1260.76	1261.91	20330	20330	4
2017.08.04	16:00:00	1261.91	1263.21	1255.79	1256.94	23443	23443	4
2017.08.04	17:00:00	1256.94	1258.27	1254.22	1257.47	23008	23008	4
2017.08.04	18:00:00	1257.47	1257.82	1255.80	1256.84	12745	12745	4
2017.08.04	19:00:00	1256.79	1258.39	1256.36	1257.35	8629	8629	4
2017.08.04	20:00:00	1257.35	1259.15	1257.07	1258.04	8096	8096	4
2017.08.04	21:00:00	1258.05	1259.14	1257.37	1258.40	6165	6165	4
2017.08.04	22:00:00	1258.40	1259.20	1258.09	1258.56	5561	5561	6
2017.08.04	23:00:00	1258.51	1259.26	1258.35	1259.02	1507	1507	6
2017.08.07	01:00:00	1258.82	1259.11	1256.98	1257.73	1700	1700	6
2017.08.07	02:00:00	1257.71	1258.01	1256.58	1257.38	2308	2308	6
2017.08.07	03:00:00	1257.39	1258.82	1257.22	1257.75	5598	5598	6
2017.08.07	04:00:00	1257.76	1258.94	1257.47	1258.51	6702	6702	6
2017.08.07	05:00:00	1258.51	1259.10	1257.88	1257.98	3897	3897	6
2017.08.07	06:00:00	1257.97	1258.97	1257.70	1258.55	2785	2785	6
2017.08.07	07:00:00	1258.54	1258.54	1258.08	1258.08	1705	1705	6
2017.08.07	08:00:00	1258.08	1258.27	1257.40	1257.66	3045	3045	4
2017.08.07	09:00:00	1257.67	1258.57	1257.23	1257.53	5263	5263	4
2017.08.07	10:00:00	1257.53	1258.66	1257.24	1257.53	6458	6458	4
2017.08.07	11:00:00	1257.53	1258.33	1257.24	1258.12	4614	4614	4
2017.08.07	12:00:00	1258.11	1258.16	1256.24	1257.26	5273	5273	4
2017.08.07	13:00:00	1257.26	1257.37	1255.93	1256.14	4886	4886	4
2017.08.07	14:00:00	1256.15	1258.52	1256.14	1256.78	6440	6440	4
2017.08.07	15:00:00	1256.76	1257.63	1255.80	1256.59	9532	9532	4
2017.08.07	16:00:00	1256.59	1258.72	1256.10	1258.00	11852	11852	4
2017.08.07	17:00:00	1257.99	1259.03	1257.21	1257.93	12491	12491	4
2017.08.07	18:00:00	1257.94	1259.94	1257.91	1259.19	8747	8747	4
2017.08.07	19:00:00	1259.19	1259.44	1258.36	1259.01	4594	4594	4
2017.08.07	20:00:00	1259.02	1259.93	1258.55	1258.66	4730	4730	4
2017.08.07	21:00:00	1258.67	1258.74	1257.95	1258.54	3243	3243	4
2017.08.07	22:00:00	1258.55	1258.69	1257.19	1257.25	3811	3811	6
2017.08.07	23:00:00	1257.26	1257.87	1257.17	1257.75	1395	1395	6
2017.08.08	01:00:00	1257.42	1258.15	1256.57	1257.42	1047	1047	6
2017.08.08	02:00:00	1257.43	1259.01	1256.98	1257.74	1955	1955	6
2017.08.08	03:00:00	1257.69	1258.71	1257.42	1258.24	3371	3371	6
2017.08.08	04:00:00	1258.25	1260.70	1258.22	1260.09	5843	5843	6
2017.08.08	05:00:00	1260.09	1260.93	1259.64	1260.40	5084	5084	6
2017.08.08	06:00:00	1260.41	1260.51	1259.83	1259.92	3174	3174	6
2017.08.08	07:00:00	1259.91	1260.66	1259.79	1260.16	2746	2746	6
2017.08.08	08:00:00	1260.16	1260.51	1259.43	1260.14	4009	4009	4
2017.08.08	09:00:00	1260.13	1260.68	1259.62	1259.93	4681	4681	4
2017.08.08	10:00:00	1259.93	1260.71	1259.28	1260.23	6117	6117	4
2017.08.08	11:00:00	1260.23	1261.38	1260.23	1260.76	5074	5074	4
2017.08.08	12:00:00	1260.75	1261.33	1260.64	1260.81	3116	3116	4
2017.08.08	13:00:00	1260.81	1265.24	1260.80	1264.04	8247	8247	4
2017.08.08	14:00:00	1264.04	1265.22	1263.47	1263.89	6392	6392	4
2017.08.08	15:00:00	1263.89	1264.28	1261.90	1262.31	10352	10352	4
2017.08.08	16:00:00	1262.32	1263.49	1261.53	1262.55	12556	12556	4
2017.08.08	17:00:00	1262.55	1262.58	1252.60	1253.57	25561	25561	4
2017.08.08	18:00:00	1253.57	1254.22	1251.54	1253.34	16869	16869	4
2017.08.08	19:00:00	1253.34	1256.68	1253.20	1256.17	14362	14362	4
2017.08.08	20:00:00	1256.17	1258.53	1256.12	1256.50	11059	11059	4
2017.08.08	21:00:00	1256.51	1256.60	1255.51	1256.03	6686	6686	4
2017.08.08	22:00:00	1256.02	1262.75	1253.87	1261.08	10977	10977	6
2017.08.08	23:00:00	1261.05	1261.52	1259.74	1260.82	3673	3673	6
2017.08.09	01:00:00	1260.49	1262.55	1260.10	1261.99	2294	2293	6
2017.08.09	02:00:00	1261.99	1262.77	1261.70	1262.01	2371	2371	6
2017.08.09	03:00:00	1262.01	1267.23	1261.31	1266.04	11485	11485	6
2017.08.09	04:00:00	1266.08	1266.63	1263.60	1265.05	9899	9899	6
2017.08.09	05:00:00	1265.06	1265.67	1264.40	1265.04	7570	7570	6
2017.08.09	06:00:00	1265.03	1265.48	1264.33	1265.17	4622	4622	6
2017.08.09	07:00:00	1265.17	1265.33	1264.51	1264.70	3292	3292	6
2017.08.09	08:00:00	1264.70	1265.49	1264.43	1265.17	5520	5520	4
2017.08.09	09:00:00	1265.15	1266.70	1264.68	1266.39	9888	9888	4
2017.08.09	10:00:00	1266.40	1269.14	1266.38	1268.06	11770	11770	4
2017.08.09	11:00:00	1268.06	1269.18	1267.52	1268.35	8741	8741	4
2017.08.09	12:00:00	1268.33	1268.82	1267.48	1267.78	6410	6410	4
2017.08.09	13:00:00	1267.78	1268.03	1266.55	1267.00	6597	6597	4
2017.08.09	14:00:00	1266.99	1270.05	1266.69	1269.21	8079	8079	4
2017.08.09	15:00:00	1269.22	1276.27	1269.22	1274.94	19284	19284	4
2017.08.09	16:00:00	1274.94	1275.20	1270.45	1272.31	20985	20985	4
2017.08.09	17:00:00	1272.37	1273.33	1270.41	1271.86	21410	21410	4
2017.08.09	18:00:00	1271.85	1274.92	1271.40	1272.88	15801	15801	4
2017.08.09	19:00:00	1272.83	1273.24	1271.19	1272.86	9570	9570	4
2017.08.09	20:00:00	1272.85	1274.88	1271.31	1274.52	9920	9920	4
2017.08.09	21:00:00	1274.49	1278.74	1274.11	1276.71	10893	10893	4
2017.08.09	22:00:00	1276.72	1277.17	1275.31	1275.97	8504	8504	6
2017.08.09	23:00:00	1275.97	1278.05	1275.70	1277.25	3852	3852	6
2017.08.10	01:00:00	1276.94	1278.11	1276.14	1276.76	1864	1864	6
2017.08.10	02:00:00	1276.82	1277.04	1275.14	1275.86	3049	3049	6
2017.08.10	03:00:00	1275.86	1275.98	1274.67	1275.70	6218	6218	6
2017.08.10	04:00:00	1275.69	1276.98	1274.70	1276.14	6950	6950	6
2017.08.10	05:00:00	1276.12	1277.13	1275.83	1276.82	4701	4701	6
2017.08.10	06:00:00	1276.82	1276.89	1275.99	1276.51	4615	4615	6
2017.08.10	07:00:00	1276.50	1277.44	1276.40	1276.90	3909	3909	6
2017.08.10	08:00:00	1276.92	1279.66	1276.61	1278.82	6971	6971	4
2017.08.10	09:00:00	1278.82	1279.81	1278.25	1278.63	7170	7170	4
2017.08.10	10:00:00	1278.64	1280.56	1278.01	1278.53	8414	8414	4
2017.08.10	11:00:00	1278.52	1279.37	1277.83	1278.28	7266	7266	4
2017.08.10	12:00:00	1278.33	1279.61	1277.87	1279.10	6307	6307	4
2017.08.10	13:00:00	1279.11	1281.32	1278.63	1280.80	6087	6087	4
2017.08.10	14:00:00	1280.80	1281.94	1280.22	1280.91	6693	6693	4
2017.08.10	15:00:00	1280.92	1284.82	1280.48	1284.63	18766	18766	4
2017.08.10	16:00:00	1284.63	1286.11	1283.68	1285.79	22491	22491	4
2017.08.10	17:00:00	1285.79	1287.85	1285.36	1286.74	24636	24636	4
2017.08.10	18:00:00	1286.75	1287.01	1283.74	1284.59	21042	21042	4
2017.08.10	19:00:00	1284.60	1285.56	1283.62	1284.28	14496	14496	4
2017.08.10	20:00:00	1284.29	1285.56	1283.87	1284.87	11370	11370	4
2017.08.10	21:00:00	1284.85	1285.39	1283.83	1285.05	10173	10173	4
2017.08.10	22:00:00	1285.04	1286.36	1284.50	1285.64	11695	11695	6
2017.08.10	23:00:00	1285.65	1286.76	1284.86	1286.32	3192	3192	6
2017.08.11	01:00:00	1286.05	1287.21	1285.70	1286.69	1750	1750	8
2017.08.11	02:00:00	1286.68	1287.22	1286.22	1286.64	2368	2368	6
2017.08.11	03:00:00	1286.61	1288.58	1286.27	1288.10	4507	4507	6
2017.08.11	04:00:00	1288.04	1288.98	1283.97	1285.78	8820	8820	6
2017.08.11	05:00:00	1285.78	1286.48	1284.78	1286.10	5859	5859	6
2017.08.11	06:00:00	1286.09	1286.87	1285.84	1286.06	4562	4562	6
2017.08.11	07:00:00	1286.05	1286.24	1285.27	1285.99	2778	2778	6
2017.08.11	08:00:00	1285.99	1286.37	1285.02	1285.52	5713	5713	5
2017.08.11	09:00:00	1285.52	1285.60	1284.05	1285.33	7044	7044	4
