<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.08.16	22:00:00	1514.14	1514.79	1511.07	1514.04	4739	0	2
2019.08.16	23:00:00	1514.04	1514.55	1511.49	1512.31	1726	0	2
2019.08.19	01:00:00	1512.22	1512.97	1508.02	1509.68	3503	0	2
2019.08.19	02:00:00	1509.60	1511.21	1509.27	1509.41	1947	0	2
2019.08.19	03:00:00	1509.48	1510.26	1508.55	1510.00	3619	0	2
2019.08.19	04:00:00	1510.01	1510.19	1505.13	1509.04	9168	0	2
2019.08.19	05:00:00	1509.03	1512.77	1508.63	1509.00	6330	0	2
2019.08.19	06:00:00	1508.97	1509.60	1508.29	1508.89	2594	0	2
2019.08.19	07:00:00	1508.87	1509.73	1508.76	1509.17	1172	0	2
2019.08.19	08:00:00	1509.17	1509.74	1505.15	1507.16	4792	0	2
2019.08.19	09:00:00	1507.19	1509.58	1506.58	1507.48	6668	0	2
2019.08.19	10:00:00	1507.46	1509.28	1505.56	1505.98	5711	0	2
2019.08.19	11:00:00	1505.97	1506.25	1498.89	1501.12	8280	0	2
2019.08.19	12:00:00	1501.13	1501.47	1497.75	1497.94	6389	0	2
2019.08.19	13:00:00	1497.92	1501.24	1497.35	1500.02	5372	0	2
2019.08.19	14:00:00	1500.01	1500.72	1493.28	1494.18	7996	0	2
2019.08.19	15:00:00	1494.18	1499.79	1493.98	1497.86	7732	0	2
2019.08.19	16:00:00	1497.86	1499.67	1495.82	1496.83	9606	0	2
2019.08.19	17:00:00	1496.83	1503.45	1496.69	1501.18	10444	0	2
2019.08.19	18:00:00	1501.21	1502.52	1499.02	1502.41	6751	0	2
2019.08.19	19:00:00	1502.41	1503.27	1501.07	1501.86	4261	0	2
2019.08.19	20:00:00	1501.86	1503.24	1498.54	1498.59	4552	0	2
2019.08.19	21:00:00	1498.59	1499.56	1494.92	1495.32	5806	0	2
2019.08.19	22:00:00	1495.29	1496.28	1493.65	1496.27	4852	0	2
2019.08.19	23:00:00	1496.20	1496.93	1495.47	1495.75	1540	0	2
2019.08.20	01:00:00	1496.00	1497.68	1492.88	1495.04	2116	0	2
2019.08.20	02:00:00	1495.04	1496.47	1494.25	1496.13	2251	0	2
2019.08.20	03:00:00	1496.14	1497.79	1495.18	1497.11	4253	0	2
2019.08.20	04:00:00	1497.09	1499.49	1496.30	1496.80	5617	0	2
2019.08.20	05:00:00	1496.82	1497.36	1495.30	1496.03	4571	0	2
2019.08.20	06:00:00	1496.04	1496.43	1494.40	1495.22	2855	0	2
2019.08.20	07:00:00	1495.23	1495.62	1494.61	1495.18	1569	0	2
2019.08.20	08:00:00	1495.16	1497.23	1495.16	1496.57	2659	0	2
2019.08.20	09:00:00	1496.57	1498.62	1495.72	1496.85	6075	0	2
2019.08.20	10:00:00	1496.85	1500.24	1496.85	1499.53	6072	0	2
2019.08.20	11:00:00	1499.58	1502.81	1499.40	1502.06	5518	0	2
2019.08.20	12:00:00	1502.06	1505.19	1501.70	1504.35	5295	0	2
2019.08.20	13:00:00	1504.35	1505.00	1503.03	1504.73	3648	0	2
2019.08.20	14:00:00	1504.73	1508.56	1504.69	1505.49	5771	0	2
2019.08.20	15:00:00	1505.52	1505.74	1502.90	1504.20	8653	0	2
2019.08.20	16:00:00	1504.22	1507.53	1501.45	1504.64	13058	0	2
2019.08.20	17:00:00	1504.63	1505.50	1501.72	1502.80	11000	0	2
2019.08.20	18:00:00	1502.80	1504.18	1501.51	1503.52	4948	0	2
2019.08.20	19:00:00	1503.52	1506.18	1503.39	1504.79	4240	0	2
2019.08.20	20:00:00	1504.81	1507.06	1504.59	1505.70	4109	0	2
2019.08.20	21:00:00	1505.72	1506.90	1505.49	1506.09	3361	0	2
2019.08.20	22:00:00	1506.10	1508.12	1505.97	1508.01	2886	0	2
2019.08.20	23:00:00	1508.02	1508.02	1506.87	1507.39	1312	0	2
2019.08.21	01:00:00	1507.70	1507.89	1505.02	1506.43	1687	0	3
2019.08.21	02:00:00	1506.43	1508.08	1506.10	1506.21	1596	0	2
2019.08.21	03:00:00	1506.21	1506.99	1505.68	1506.36	2034	0	2
2019.08.21	04:00:00	1506.36	1507.13	1504.14	1504.99	5027	0	2
2019.08.21	05:00:00	1504.98	1505.31	1503.19	1503.60	3300	0	2
2019.08.21	06:00:00	1503.60	1504.14	1502.01	1502.92	3508	0	2
2019.08.21	07:00:00	1502.92	1503.51	1502.65	1503.24	1289	0	2
2019.08.21	08:00:00	1503.24	1503.58	1501.42	1502.73	3642	0	2
2019.08.21	09:00:00	1502.73	1504.49	1499.26	1499.68	5718	0	2
2019.08.21	10:00:00	1499.66	1500.19	1496.57	1497.36	6258	0	0
2019.08.21	11:00:00	1497.36	1499.25	1497.17	1499.01	4358	0	2
2019.08.21	12:00:00	1499.01	1501.05	1498.39	1500.23	4162	0	2
2019.08.21	13:00:00	1500.23	1502.10	1500.14	1501.53	3901	0	2
2019.08.21	14:00:00	1501.54	1502.22	1499.37	1499.83	3310	0	2
2019.08.21	15:00:00	1499.83	1501.32	1498.22	1500.50	6392	0	2
2019.08.21	16:00:00	1500.56	1503.69	1499.71	1503.12	8175	0	2
2019.08.21	17:00:00	1503.12	1504.89	1502.33	1503.13	6988	0	2
2019.08.21	18:00:00	1503.13	1505.96	1501.47	1502.82	5297	0	2
2019.08.21	19:00:00	1502.83	1506.44	1501.95	1506.12	5626	0	2
2019.08.21	20:00:00	1506.12	1506.53	1503.10	1503.48	3861	0	2
2019.08.21	21:00:00	1503.46	1507.49	1500.44	1503.18	10496	0	2
2019.08.21	22:00:00	1503.17	1503.47	1500.15	1502.91	5531	0	2
2019.08.21	23:00:00	1502.98	1502.98	1501.92	1502.52	1057	0	2
2019.08.22	01:00:00	1502.38	1504.52	1501.71	1502.79	1689	0	2
2019.08.22	02:00:00	1502.79	1502.81	1501.99	1502.63	837	0	2
2019.08.22	03:00:00	1502.63	1503.19	1501.14	1501.53	2040	0	2
2019.08.22	04:00:00	1501.54	1503.69	1499.94	1503.40	4286	0	2
2019.08.22	05:00:00	1503.40	1503.62	1501.49	1501.70	2198	0	2
2019.08.22	06:00:00	1501.70	1501.98	1501.05	1501.56	1671	0	4
2019.08.22	07:00:00	1501.58	1501.60	1499.51	1499.68	1879	0	2
2019.08.22	08:00:00	1499.68	1501.27	1499.01	1500.38	2815	0	3
2019.08.22	09:00:00	1500.38	1502.28	1500.17	1501.13	3625	0	2
2019.08.22	10:00:00	1501.13	1502.12	1497.83	1498.53	6586	0	2
2019.08.22	11:00:00	1498.53	1499.76	1498.07	1498.40	3776	0	2
2019.08.22	12:00:00	1498.40	1500.18	1497.50	1498.14	4153	0	3
2019.08.22	13:00:00	1498.19	1498.23	1495.27	1496.34	3826	0	2
2019.08.22	14:00:00	1496.34	1497.26	1492.53	1492.86	6195	0	2
2019.08.22	15:00:00	1492.87	1497.56	1492.73	1496.75	8104	0	2
2019.08.22	16:00:00	1496.75	1504.58	1496.75	1502.53	11262	0	2
2019.08.22	17:00:00	1502.53	1502.57	1497.06	1500.40	10964	0	2
2019.08.22	18:00:00	1500.46	1502.77	1499.58	1500.75	6152	0	2
2019.08.22	19:00:00	1500.75	1500.89	1497.64	1499.02	5684	0	2
2019.08.22	20:00:00	1499.04	1500.21	1498.18	1499.40	3794	0	2
2019.08.22	21:00:00	1499.38	1500.69	1499.07	1499.09	2874	0	2
2019.08.22	22:00:00	1499.02	1499.59	1498.37	1499.21	2593	0	2
2019.08.22	23:00:00	1499.18	1499.72	1497.89	1498.15	1108	0	3
2019.08.23	01:00:00	1498.41	1498.89	1497.02	1497.66	1269	0	2
2019.08.23	02:00:00	1497.66	1498.08	1496.79	1497.51	1515	0	2
2019.08.23	03:00:00	1497.51	1497.63	1495.70	1496.39	2512	0	2
2019.08.23	04:00:00	1496.39	1497.56	1494.87	1495.56	4500	0	2
2019.08.23	05:00:00	1495.56	1496.01	1494.80	1495.37	2799	0	2
2019.08.23	06:00:00	1495.35	1495.65	1494.34	1494.66	2192	0	3
2019.08.23	07:00:00	1494.66	1495.23	1493.79	1494.94	1484	0	2
2019.08.23	08:00:00	1494.94	1495.91	1494.50	1494.70	2205	0	2
2019.08.23	09:00:00	1494.70	1496.17	1493.58	1495.83	3508	0	2
2019.08.23	10:00:00	1495.89	1497.35	1495.08	1496.17	5140	0	2
2019.08.23	11:00:00	1496.17	1496.89	1495.49	1496.32	4431	0	2
2019.08.23	12:00:00	1496.32	1496.73	1495.47	1496.53	3667	0	2
2019.08.23	13:00:00	1496.52	1497.89	1494.81	1495.00	3940	0	2
2019.08.23	14:00:00	1495.00	1496.74	1494.82	1495.87	2867	0	2
2019.08.23	15:00:00	1495.87	1504.95	1495.73	1502.42	17130	0	2
2019.08.23	16:00:00	1502.37	1507.64	1501.75	1505.23	13780	0	2
2019.08.23	17:00:00	1505.25	1520.33	1501.94	1519.21	23727	0	2
2019.08.23	18:00:00	1519.26	1529.47	1519.11	1528.04	23242	0	2
2019.08.23	19:00:00	1528.03	1528.87	1522.69	1526.94	15926	0	2
2019.08.23	20:00:00	1526.94	1528.98	1525.93	1527.50	13651	0	2
2019.08.23	21:00:00	1527.50	1530.24	1527.03	1527.38	9644	0	2
2019.08.23	22:00:00	1527.38	1529.48	1527.11	1528.52	9008	0	2
2019.08.23	23:00:00	1528.61	1528.65	1525.23	1526.80	2965	0	2
2019.08.26	01:00:00	1535.09	1555.03	1535.09	1547.54	10548	0	2
2019.08.26	02:00:00	1547.54	1548.52	1543.46	1547.35	6798	0	2
2019.08.26	03:00:00	1547.35	1549.28	1543.50	1544.99	8416	0	2
2019.08.26	04:00:00	1544.99	1546.73	1541.75	1544.16	12409	0	2
2019.08.26	05:00:00	1544.18	1544.62	1538.13	1539.50	8246	0	2
2019.08.26	06:00:00	1539.51	1542.26	1538.58	1539.21	6790	0	2
2019.08.26	07:00:00	1539.23	1543.39	1539.16	1542.99	5845	0	2
2019.08.26	08:00:00	1542.99	1544.17	1540.11	1542.69	7735	0	2
2019.08.26	09:00:00	1542.68	1542.93	1536.48	1537.12	8582	0	2
2019.08.26	10:00:00	1537.16	1537.30	1527.21	1530.56	16053	0	2
2019.08.26	11:00:00	1530.56	1530.93	1525.08	1526.99	9621	0	2
2019.08.26	12:00:00	1526.96	1532.18	1525.69	1531.92	9385	0	2
2019.08.26	13:00:00	1531.92	1532.74	1529.31	1532.63	7402	0	2
2019.08.26	14:00:00	1532.63	1533.33	1528.22	1531.45	6820	0	2
2019.08.26	15:00:00	1531.53	1532.22	1526.19	1527.27	8686	0	2
2019.08.26	16:00:00	1527.27	1534.87	1527.25	1534.65	14654	0	2
2019.08.26	17:00:00	1534.64	1537.19	1531.97	1534.35	13570	0	2
2019.08.26	18:00:00	1534.35	1535.18	1528.75	1531.34	10527	0	2
2019.08.26	19:00:00	1531.31	1531.92	1528.47	1529.10	6431	0	2
2019.08.26	20:00:00	1529.09	1529.23	1526.31	1528.92	5901	0	2
2019.08.26	21:00:00	1528.91	1530.13	1527.06	1527.77	4434	0	2
2019.08.26	22:00:00	1527.84	1529.31	1526.56	1528.88	3797	0	2
2019.08.26	23:00:00	1528.88	1529.28	1527.26	1527.37	1462	0	2
2019.08.27	01:00:00	1527.26	1528.45	1526.57	1527.20	1868	0	2
2019.08.27	02:00:00	1527.20	1528.85	1526.62	1528.61	1966	0	2
2019.08.27	03:00:00	1528.61	1529.39	1528.10	1528.41	3510	0	2
2019.08.27	04:00:00	1528.41	1530.28	1525.71	1528.32	7307	0	2
2019.08.27	05:00:00	1528.32	1529.42	1526.80	1527.62	3710	0	2
2019.08.27	06:00:00	1527.62	1529.10	1527.33	1529.01	2040	0	2
2019.08.27	07:00:00	1529.03	1529.03	1527.57	1527.80	1130	0	2
2019.08.27	08:00:00	1527.80	1531.92	1527.75	1531.63	3617	0	2
2019.08.27	09:00:00	1531.63	1534.31	1531.31	1532.99	6789	0	2
2019.08.27	10:00:00	1532.99	1535.03	1532.25	1532.27	7464	0	2
2019.08.27	11:00:00	1532.27	1532.97	1531.04	1531.31	5111	0	2
2019.08.27	12:00:00	1531.31	1532.08	1529.53	1531.28	6336	0	2
2019.08.27	13:00:00	1531.28	1531.53	1530.09	1530.26	2914	0	2
2019.08.27	14:00:00	1530.31	1531.79	1529.54	1531.11	4237	0	2
2019.08.27	15:00:00	1531.11	1532.72	1528.84	1529.62	7187	0	2
2019.08.27	16:00:00	1529.62	1534.03	1528.45	1532.80	12911	0	2
2019.08.27	17:00:00	1532.81	1538.56	1530.56	1538.18	10792	0	2
2019.08.27	18:00:00	1538.19	1542.85	1536.38	1542.33	12295	0	2
2019.08.27	19:00:00	1542.33	1544.68	1541.22	1542.79	10604	0	2
2019.08.27	20:00:00	1542.79	1543.88	1540.20	1540.96	6547	0	2
2019.08.27	21:00:00	1540.97	1543.07	1538.52	1539.34	5270	0	2
2019.08.27	22:00:00	1539.33	1543.02	1537.39	1542.93	6173	0	2
2019.08.27	23:00:00	1542.94	1543.33	1542.24	1542.62	1823	0	2
2019.08.28	01:00:00	1542.08	1543.16	1540.95	1542.27	2077	0	2
2019.08.28	02:00:00	1542.27	1544.58	1542.13	1543.54	1914	0	2
2019.08.28	03:00:00	1543.51	1544.58	1542.13	1543.72	4143	0	2
2019.08.28	04:00:00	1543.69	1544.67	1541.16	1541.83	8452	0	2
2019.08.28	05:00:00	1541.86	1541.96	1531.89	1534.74	10998	0	2
2019.08.28	06:00:00	1534.78	1536.65	1533.56	1536.18	4882	0	2
2019.08.28	07:00:00	1536.18	1536.24	1535.29	1535.47	1800	0	2
2019.08.28	08:00:00	1535.48	1540.28	1535.38	1539.05	4340	0	2
2019.08.28	09:00:00	1539.01	1541.35	1537.25	1538.24	5848	0	2
2019.08.28	10:00:00	1538.24	1543.63	1538.11	1541.55	6497	0	2
2019.08.28	11:00:00	1541.55	1542.77	1539.12	1540.15	7406	0	2
2019.08.28	12:00:00	1540.15	1543.57	1540.02	1542.36	5143	0	2
2019.08.28	13:00:00	1542.36	1543.32	1541.61	1542.93	4194	0	2
2019.08.28	14:00:00	1542.93	1545.95	1542.21	1545.39	6018	0	2
2019.08.28	15:00:00	1545.48	1546.89	1540.88	1541.53	9273	0	2
2019.08.28	16:00:00	1541.53	1544.80	1533.77	1536.91	14213	0	2
2019.08.28	17:00:00	1536.86	1539.76	1534.88	1538.05	11574	0	2
2019.08.28	18:00:00	1538.06	1538.80	1535.80	1537.82	8430	0	2
2019.08.28	19:00:00	1537.82	1538.47	1536.26	1536.74	4919	0	2
2019.08.28	20:00:00	1536.74	1542.28	1536.45	1540.75	7641	0	2
2019.08.28	21:00:00	1540.75	1542.68	1540.75	1542.12	3787	0	2
2019.08.28	22:00:00	1542.09	1542.35	1538.33	1539.45	4624	0	2
2019.08.28	23:00:00	1539.44	1541.28	1538.59	1541.16	1823	0	2
2019.08.29	01:00:00	1539.21	1539.91	1537.68	1538.27	1835	0	2
2019.08.29	02:00:00	1538.27	1540.26	1538.02	1538.74	1893	0	2
2019.08.29	03:00:00	1538.74	1540.02	1538.28	1539.92	3010	0	2
2019.08.29	04:00:00	1539.91	1543.35	1538.01	1542.24	7722	0	2
2019.08.29	05:00:00	1542.24	1543.04	1540.94	1541.49	3842	0	2
2019.08.29	06:00:00	1541.47	1542.93	1540.79	1542.78	2744	0	2
2019.08.29	07:00:00	1542.78	1544.10	1542.17	1542.93	2964	0	2
2019.08.29	08:00:00	1542.93	1545.23	1541.20	1544.27	5115	0	2
2019.08.29	09:00:00	1544.31	1550.41	1543.92	1549.30	8116	0	2
2019.08.29	10:00:00	1549.29	1550.05	1540.92	1540.98	12155	0	2
2019.08.29	11:00:00	1540.98	1542.31	1538.66	1539.84	9181	0	2
2019.08.29	12:00:00	1539.85	1539.85	1536.77	1538.70	8242	0	2
2019.08.29	13:00:00	1538.70	1540.47	1535.19	1536.52	5676	0	2
2019.08.29	14:00:00	1536.59	1537.67	1533.69	1536.94	5882	0	2
2019.08.29	15:00:00	1536.90	1544.43	1536.77	1542.78	8958	0	2
2019.08.29	16:00:00	1542.78	1545.29	1537.37	1539.49	15763	0	2
2019.08.29	17:00:00	1539.55	1542.97	1537.24	1539.14	12321	0	2
2019.08.29	18:00:00	1539.14	1539.29	1535.64	1536.56	10025	0	2
2019.08.29	19:00:00	1536.57	1537.35	1525.18	1528.58	12894	0	2
2019.08.29	20:00:00	1528.59	1529.13	1525.22	1527.27	10144	0	2
2019.08.29	21:00:00	1527.23	1527.31	1519.80	1521.54	9231	0	2
2019.08.29	22:00:00	1521.52	1528.63	1520.92	1528.60	6059	0	2
2019.08.29	23:00:00	1528.69	1529.73	1526.35	1527.31	2038	0	2
2019.08.30	01:00:00	1527.83	1528.28	1526.78	1527.60	1699	0	2
2019.08.30	02:00:00	1527.55	1528.84	1527.32	1528.76	2041	0	2
2019.08.30	03:00:00	1528.75	1528.75	1522.62	1524.75	6709	0	2
2019.08.30	04:00:00	1524.72	1527.32	1522.15	1526.63	7937	0	2
2019.08.30	05:00:00	1526.63	1526.72	1522.86	1524.16	4958	0	2
2019.08.30	06:00:00	1524.16	1525.82	1523.91	1524.34	3400	0	2
2019.08.30	07:00:00	1524.34	1526.12	1524.14	1526.11	1854	0	2
2019.08.30	08:00:00	1526.11	1529.73	1525.87	1529.63	4957	0	2
2019.08.30	09:00:00	1529.64	1533.15	1526.74	1528.65	11649	0	2
2019.08.30	10:00:00	1528.65	1529.17	1522.86	1523.23	8994	0	2
2019.08.30	11:00:00	1523.25	1526.15	1521.94	1525.56	5513	0	2
2019.08.30	12:00:00	1525.62	1527.40	1524.63	1525.52	5023	0	2
2019.08.30	13:00:00	1525.48	1526.95	1524.59	1525.67	3352	0	2
2019.08.30	14:00:00	1525.67	1526.28	1524.07	1524.07	3038	0	2
2019.08.30	15:00:00	1524.07	1530.74	1523.99	1528.27	8054	0	2
2019.08.30	16:00:00	1528.28	1530.47	1524.78	1527.96	11982	0	2
2019.08.30	17:00:00	1527.96	1530.48	1526.76	1528.48	11158	0	2
2019.08.30	18:00:00	1528.46	1532.87	1527.18	1527.64	12412	0	2
2019.08.30	19:00:00	1527.64	1528.22	1522.47	1523.04	7811	0	2
2019.08.30	20:00:00	1523.06	1523.85	1516.95	1519.02	10539	0	2
2019.08.30	21:00:00	1519.02	1525.63	1518.23	1525.43	7393	0	2
2019.08.30	22:00:00	1525.44	1525.79	1522.92	1524.13	4933	0	2
2019.08.30	23:00:00	1524.14	1524.14	1520.01	1520.55	1718	0	2
2019.09.02	01:00:00	1532.86	1533.77	1528.19	1529.68	4807	0	2
2019.09.02	02:00:00	1529.67	1529.69	1528.25	1529.15	2234	0	2
2019.09.02	03:00:00	1529.15	1529.91	1527.65	1529.11	3170	0	2
2019.09.02	04:00:00	1529.11	1529.36	1522.76	1524.55	9005	0	2
2019.09.02	05:00:00	1524.55	1526.30	1523.16	1525.46	4921	0	3
2019.09.02	06:00:00	1525.46	1526.53	1525.26	1525.66	2347	0	3
2019.09.02	07:00:00	1525.66	1526.50	1525.36	1525.58	1355	0	2
2019.09.02	08:00:00	1525.58	1525.97	1524.15	1524.77	2803	0	2
2019.09.02	09:00:00	1524.75	1524.92	1520.95	1522.74	4911	0	2
2019.09.02	10:00:00	1522.76	1523.45	1519.39	1522.35	5137	0	2
2019.09.02	11:00:00	1522.35	1523.12	1521.15	1521.32	3132	0	2
2019.09.02	12:00:00	1521.31	1526.11	1520.79	1525.67	3654	0	2
2019.09.02	13:00:00	1525.68	1526.35	1523.46	1524.18	3136	0	2
2019.09.02	14:00:00	1524.18	1525.98	1524.18	1524.46	1858	0	2
2019.09.02	15:00:00	1524.46	1525.37	1523.75	1523.87	1795	0	2
2019.09.02	16:00:00	1523.87	1527.81	1523.36	1527.43	5989	0	2
2019.09.02	17:00:00	1527.43	1527.62	1524.64	1526.81	3823	0	2
2019.09.02	18:00:00	1526.81	1529.67	1524.38	1527.43	4910	0	2
2019.09.02	19:00:00	1527.47	1531.23	1527.32	1529.01	4631	0	2
2019.09.03	01:00:00	1529.35	1529.86	1525.75	1526.36	2356	0	2
2019.09.03	02:00:00	1526.36	1527.13	1525.60	1526.31	1555	0	2
2019.09.03	03:00:00	1526.31	1526.31	1524.32	1525.21	2946	0	2
2019.09.03	04:00:00	1525.21	1526.04	1524.09	1524.93	6429	0	2
2019.09.03	05:00:00	1524.90	1525.69	1522.57	1522.68	3525	0	2
2019.09.03	06:00:00	1522.70	1524.49	1521.66	1523.57	3813	0	2
2019.09.03	07:00:00	1523.46	1525.40	1523.37	1524.42	2151	0	2
2019.09.03	08:00:00	1524.40	1526.89	1524.21	1526.60	3688	0	3
2019.09.03	09:00:00	1526.59	1528.10	1524.06	1526.69	7222	0	2
2019.09.03	10:00:00	1526.69	1531.32	1525.97	1530.69	9907	0	2
2019.09.03	11:00:00	1530.66	1533.15	1530.00	1532.31	8089	0	2
2019.09.03	12:00:00	1532.31	1533.89	1530.91	1532.96	5241	0	2
2019.09.03	13:00:00	1532.95	1533.20	1530.31	1530.38	4327	0	3
2019.09.03	14:00:00	1530.43	1531.41	1529.07	1531.40	5041	0	2
2019.09.03	15:00:00	1531.41	1534.92	1530.17	1532.45	8447	0	2
2019.09.03	16:00:00	1532.46	1538.47	1531.55	1536.83	15444	0	2
2019.09.03	17:00:00	1536.83	1546.25	1536.83	1544.45	19058	0	2
2019.09.03	18:00:00	1544.38	1549.74	1544.15	1548.83	15074	0	2
2019.09.03	19:00:00	1548.85	1549.06	1543.01	1545.94	9732	0	2
2019.09.03	20:00:00	1546.03	1547.78	1545.53	1546.90	6943	0	2
2019.09.03	21:00:00	1546.92	1547.35	1543.24	1543.70	5480	0	2
2019.09.03	22:00:00	1543.71	1547.18	1542.15	1545.44	6368	0	2
2019.09.03	23:00:00	1545.31	1549.49	1545.01	1547.47	2637	0	2
2019.09.04	01:00:00	1546.91	1547.33	1545.05	1545.31	2261	0	2
2019.09.04	02:00:00	1545.38	1550.13	1545.34	1549.11	3405	0	2
2019.09.04	03:00:00	1549.11	1549.52	1544.30	1544.98	6125	0	2
2019.09.04	04:00:00	1544.98	1548.82	1540.80	1541.36	11123	0	2
2019.09.04	05:00:00	1541.38	1544.95	1540.15	1544.56	7341	0	2
2019.09.04	06:00:00	1544.56	1545.17	1542.99	1543.24	3160	0	2
2019.09.04	07:00:00	1543.24	1543.56	1541.96	1542.48	2988	0	2
2019.09.04	08:00:00	1542.46	1544.18	1541.09	1541.76	4108	0	2
2019.09.04	09:00:00	1541.65	1542.21	1535.99	1537.64	11783	0	2
2019.09.04	10:00:00	1537.60	1539.19	1535.35	1536.55	8519	0	2
2019.09.04	11:00:00	1536.55	1539.23	1536.22	1538.73	6072	0	2
2019.09.04	12:00:00	1538.73	1539.55	1537.45	1538.40	5500	0	2
2019.09.04	13:00:00	1538.40	1539.03	1535.64	1536.57	4874	0	2
2019.09.04	14:00:00	1536.57	1536.99	1533.90	1535.85	6628	0	2
2019.09.04	15:00:00	1535.83	1541.80	1535.83	1541.59	9019	0	2
2019.09.04	16:00:00	1541.62	1547.12	1541.38	1546.20	15674	0	2
2019.09.04	17:00:00	1546.20	1549.11	1545.07	1546.67	13801	0	2
2019.09.04	18:00:00	1546.69	1547.91	1543.77	1547.16	10462	0	2
2019.09.04	19:00:00	1547.16	1548.37	1546.59	1547.59	7056	0	2
2019.09.04	20:00:00	1547.59	1557.06	1547.09	1555.59	11290	0	2
2019.09.04	21:00:00	1555.55	1556.73	1552.33	1554.13	7868	0	2
2019.09.04	22:00:00	1554.16	1555.35	1552.44	1555.00	5329	0	2
2019.09.04	23:00:00	1554.99	1555.23	1552.51	1552.60	2456	0	2
2019.09.05	01:00:00	1552.26	1552.76	1550.62	1551.96	2377	0	2
2019.09.05	02:00:00	1551.91	1553.03	1551.24	1551.25	2173	0	2
2019.09.05	03:00:00	1551.25	1551.72	1547.40	1548.65	5903	0	2
2019.09.05	04:00:00	1548.66	1549.88	1542.33	1542.82	12159	0	2
2019.09.05	05:00:00	1542.82	1544.86	1541.85	1544.05	7261	0	2
2019.09.05	06:00:00	1544.05	1546.40	1543.06	1545.53	3984	0	2
2019.09.05	07:00:00	1545.57	1545.67	1544.25	1544.59	3153	0	2
2019.09.05	08:00:00	1544.60	1546.12	1542.81	1544.87	5186	0	2
2019.09.05	09:00:00	1544.87	1548.44	1544.01	1548.09	8351	0	2
2019.09.05	10:00:00	1548.08	1550.22	1540.66	1542.26	11289	0	2
2019.09.05	11:00:00	1542.25	1543.59	1541.12	1542.74	7771	0	2
2019.09.05	12:00:00	1542.73	1543.56	1540.66	1540.90	6268	0	2
2019.09.05	13:00:00	1540.90	1542.18	1538.26	1541.51	7436	0	2
2019.09.05	14:00:00	1541.51	1543.22	1540.43	1542.95	6571	0	2
2019.09.05	15:00:00	1542.96	1544.72	1534.90	1536.92	13898	0	2
2019.09.05	16:00:00	1536.93	1538.48	1526.49	1528.24	14582	0	2
2019.09.05	17:00:00	1528.14	1528.14	1506.36	1514.00	21791	0	2
2019.09.05	18:00:00	1514.00	1522.21	1512.06	1517.75	13364	0	2
2019.09.05	19:00:00	1517.76	1518.72	1515.27	1515.52	8552	0	2
2019.09.05	20:00:00	1515.54	1520.27	1515.54	1520.05	8474	0	2
2019.09.05	21:00:00	1520.05	1521.10	1517.86	1518.36	5213	0	2
2019.09.05	22:00:00	1518.30	1519.47	1516.80	1518.34	4675	0	2
2019.09.05	23:00:00	1518.31	1519.39	1517.84	1518.91	1996	0	2
2019.09.06	01:00:00	1517.19	1519.21	1517.19	1518.11	1577	0	2
2019.09.06	02:00:00	1518.09	1519.14	1517.48	1518.47	2164	0	2
2019.09.06	03:00:00	1518.53	1520.33	1515.82	1517.54	4707	0	2
2019.09.06	04:00:00	1517.54	1519.79	1515.22	1515.29	8741	0	2
2019.09.06	05:00:00	1515.34	1517.16	1514.59	1514.86	7080	0	2
2019.09.06	06:00:00	1514.88	1514.99	1512.72	1514.44	6825	0	2
2019.09.06	07:00:00	1514.44	1518.87	1514.37	1518.39	4155	0	2
2019.09.06	08:00:00	1518.40	1519.39	1516.73	1517.83	6154	0	2
2019.09.06	09:00:00	1517.76	1518.73	1505.31	1506.09	13349	0	2
2019.09.06	10:00:00	1506.42	1512.05	1506.42	1509.67	10105	0	2
2019.09.06	11:00:00	1509.67	1510.30	1506.24	1508.27	8167	0	2
2019.09.06	12:00:00	1508.28	1508.43	1502.85	1505.21	10280	0	2
2019.09.06	13:00:00	1505.19	1508.68	1504.69	1507.26	6392	0	2
2019.09.06	14:00:00	1507.24	1507.48	1504.02	1505.39	7040	0	2
2019.09.06	15:00:00	1505.39	1518.49	1502.59	1516.02	17158	0	2
2019.09.06	16:00:00	1515.95	1527.92	1515.95	1524.51	19300	0	2
2019.09.06	17:00:00	1524.60	1525.07	1517.48	1520.08	15489	0	2
2019.09.06	18:00:00	1520.08	1523.07	1518.68	1521.10	11185	0	2
2019.09.06	19:00:00	1521.11	1523.63	1510.95	1517.69	11572	0	2
2019.09.06	20:00:00	1517.68	1518.80	1504.96	1509.71	18496	0	2
2019.09.06	21:00:00	1509.75	1510.64	1506.52	1507.56	7874	0	2
2019.09.06	22:00:00	1507.53	1507.96	1504.52	1505.46	6404	0	2
2019.09.06	23:00:00	1505.46	1507.56	1505.16	1505.84	1925	0	2
2019.09.09	01:00:00	1507.41	1507.74	1503.39	1507.11	3223	0	2
2019.09.09	02:00:00	1507.11	1507.69	1504.67	1505.89	2826	0	2
2019.09.09	03:00:00	1505.86	1508.42	1505.46	1507.45	4981	0	2
2019.09.09	04:00:00	1507.45	1512.56	1506.71	1510.67	13212	0	2
2019.09.09	05:00:00	1510.66	1511.20	1507.02	1509.69	7577	0	2
